"date","dow","death","pm10tmean","pm25tmean","o3tmean","so2tmean","no2tmean","cotmean","tmpd","dptp","rhum"
1999-01-24,"Sunday",136,-12.82062891,4.190982981,-5.014192901,-1.998839964,-2.634859285,-202.7401473,33,30,NA
1999-01-25,"Monday",148,-18.89285714,NA,-11.56137497,-2.709252553,1.1529094328,-152.8144125,28,24.6,NA
1999-01-26,"Tuesday",135,1.1373626374,NA,-13.2272709,0.5822909465,6.1971047344,267.75389931,29,23.4,NA
1999-01-27,"Wednesday",120,17.145604396,NA,-10.84982189,-0.174765092,-1.695971937,-192.1851437,42,34,NA
1999-01-28,"Thursday",107,-8.956043956,NA,-11.53081814,-2.79712931,-1.169207049,-47.15513653,33,27.4,NA
1999-01-29,"Friday",133,-4.052197802,NA,-9.672335176,2.5254371163,5.3754151622,441.67365368,33,25.6,NA
1999-01-30,"Saturday",137,8.9886024061,13.602246941,-4.346709292,-1.832253778,-0.2790786,222.85060775,34,28,NA
1999-01-31,"Sunday",119,-11.04945055,17.169811321,0.9204908362,-1.141714353,-8.435819223,-171.5811144,36,27.5,NA
1999-02-01,"Monday",117,-9.013736264,NA,-14.9408412,-3.692221813,-3.197609249,290.49991542,40,38.4,NA
1999-02-02,"Tuesday",131,-25.92032967,NA,-14.09366497,-0.847714787,2.0204790253,-13.18931473,38,32.4,NA
1999-02-03,"Wednesday",126,10.087912088,NA,-7.002780358,0.4832451953,0.5244431706,-99.67794795,41,27.4,NA
1999-02-04,"Thursday",143,-14.8956044,NA,-5.024620664,-3.344034246,-2.7393846,17.118126137,31,21.1,NA
1999-02-05,"Friday",113,-4.289442669,2.146195858,-14.98706846,-0.44250111,5.2160838943,340.47203061,31,24.2,NA
1999-02-06,"Saturday",145,-12.94230769,NA,-10.10633494,1.0670102759,1.1532907673,47.483699659,40,30.4,NA
1999-02-07,"Sunday",143,-6.868131868,NA,-6.594446464,-3.06996153,-6.475784289,1.4431434289,33,29.8,NA
1999-02-08,"Monday",134,0.1291208791,9.7245614035,-14.42328926,-2.900394094,4.5743731821,235.64492007,37,36.2,NA
1999-02-09,"Tuesday",139,-22.86263736,NA,-10.27518693,-0.183329687,8.6722931747,196.15649073,44,29.8,NA
1999-02-10,"Wednesday",145,18.126373626,NA,-9.708866591,-0.413088976,16.279806458,589.79509288,44,27.2,NA
1999-02-11,"Thursday",136,-4.078140712,-0.085953217,-7.434788122,-2.306831425,-9.341281056,-290.7031767,49,47.8,NA
1999-02-12,"Friday",135,-18.8543956,NA,1.7113743389,-4.204955812,-8.930703191,-162.9648412,23,13.1,NA
1999-02-13,"Saturday",137,-9.695054945,NA,-4.541688392,-3.461264848,0.6620466749,104.20064015,23,10.8,NA
1999-02-14,"Sunday",138,4.3351648352,-3.032043492,-6.511404695,-2.432995162,1.0824288823,156.517165,34,21.9,NA
1999-02-15,"Monday",147,25.214285714,NA,-6.451537478,-0.770759053,2.751018324,78.856468396,45,30.6,NA
1999-02-16,"Tuesday",125,-1.736263736,NA,-12.06593905,-2.75015956,-3.472717545,60.518509259,39,32.1,NA
1999-02-17,"Wednesday",150,-11.04365581,-2.79953737,-7.606511477,-3.955073487,-2.512302846,3.5313189614,27,20.4,NA
1999-02-18,"Thursday",142,-1.741758242,NA,-8.584149453,0.2021119567,7.3329561821,289.92194768,29,21.8,NA
1999-02-19,"Friday",137,-22.62087912,NA,4.3174129322,-3.014311585,-4.081246659,-99.36312835,28,20.9,NA
1999-02-20,"Saturday",145,-24.57967033,-6.082043492,3.1498226593,-3.960184555,-4.613162666,-91.88028846,25,17,NA
1999-02-21,"Sunday",124,-31.55494505,NA,13.668227721,-4.786977427,-12.96091004,-186.2840327,28,15.7,NA
1999-02-22,"Monday",136,-11.49450549,NA,6.790256869,-2.027538623,-3.135290953,69.477265765,26,9.4,NA
1999-02-23,"Tuesday",133,5.6882581801,2.7982728948,-6.259001769,0.4324221817,-1.043783088,51.296744262,29,14.9,NA
1999-02-24,"Wednesday",130,22.574175824,21.963013699,-15.48038534,2.5724125472,6.2753557926,292.08273593,27,22.9,NA
1999-02-25,"Thursday",155,-2.423076923,NA,-11.95857818,1.4580857653,5.3383640465,198.02559648,33,26.5,NA
1999-02-26,"Friday",149,12.524725275,26.291525424,-13.71224228,1.5737872108,8.9288439684,241.54252368,36,27.9,NA
1999-02-27,"Saturday",140,1.4423076923,NA,-15.59720973,-1.623937253,1.6284803542,-41.39684726,43,39.2,NA
1999-02-28,"Sunday",114,-29.52197802,NA,-6.387612557,-3.711863839,-10.65953226,-303.3651999,37,32.1,NA
1999-03-01,"Monday",138,-9.055261671,-7.689139386,2.5482284545,0.7843471391,-0.316626332,174.81627638,38,25.3,NA
1999-03-02,"Tuesday",137,-1.535714286,NA,-16.3488649,-1.56149533,8.9999316435,242.86353361,37,33.1,NA
1999-03-03,"Wednesday",158,-26.6043956,NA,-0.883962446,-2.922120596,-3.53862784,-15.88605164,31,18.7,NA
1999-03-04,"Thursday",142,-13.77747253,1.3916666667,-4.714388326,3.1017338995,6.0017858789,193.76786595,30,18.4,NA
1999-03-05,"Friday",130,-1.881868132,NA,-5.695457387,-0.51049451,-1.48587978,64.886561501,35,28.7,NA
1999-03-06,"Saturday",112,-29.97802198,NA,13.61966875,-5.153101537,-12.42340033,-78.83099831,25,19.7,NA
1999-03-07,"Sunday",109,-13.22125524,-5.760895675,16.175459087,-3.1287852,-6.100748403,177.37155796,21,14.4,NA
1999-03-08,"Monday",126,11.101648352,NA,7.1290891764,-3.063568406,-3.712067783,201.32317249,24,16.2,NA
1999-03-09,"Tuesday",152,-19.90934066,NA,4.4419122153,-3.319824617,-5.234269867,59.728471408,29,26.4,NA
1999-03-10,"Wednesday",123,-29.97802198,NA,14.674827262,-3.636693507,-7.223770725,93.577376392,29,20.3,NA
1999-03-11,"Thursday",124,-19.03296703,NA,1.7911757196,-3.572574448,10.028091277,405.17677974,28,20.4,NA
1999-03-12,"Friday",117,-20.02472527,NA,9.8168455844,-2.560552113,1.3752378145,368.47182642,27,19.6,NA
1999-03-13,"Saturday",132,-8.782591829,-7.40415357,11.723512012,1.1230165407,-1.358974574,173.69084845,28,18.1,NA
1999-03-14,"Sunday",124,-28.92307692,NA,17.048437292,-3.616091673,-12.56640301,18.585563801,32,18.9,NA
1999-03-15,"Monday",155,4.228021978,NA,-6.42321664,6.8610966469,20.005333681,587.6859447,31,19.2,NA
1999-03-16,"Tuesday",132,12.302197802,3.5775862069,-9.149401234,5.4252267871,13.193229359,193.18233881,43,29.8,NA
1999-03-17,"Wednesday",130,-2.722527473,NA,5.1457056077,1.7025773899,-6.476316394,-269.4637404,50,40.7,NA
1999-03-18,"Thursday",114,-18.73351648,NA,4.7007313685,-3.13185365,-6.158801068,-111.164925,38,27.1,NA
1999-03-19,"Friday",135,-10.29386746,-7.703072315,0.2478347255,-2.478214305,2.4519410367,76.736037907,36,23.7,NA
1999-03-20,"Saturday",141,-0.75,NA,-3.66784085,-0.095906078,7.8976347111,400.78805248,39,27.2,NA
1999-03-21,"Sunday",137,-26.70879121,NA,10.080552495,-2.948411963,-10.2240232,-223.9480724,38,23.2,NA
1999-03-22,"Monday",142,-8.604395604,NA,0.7881334634,1.4369051452,3.7398144184,166.8639927,36,21.3,NA
1999-03-23,"Tuesday",120,8.4038461538,NA,-8.155375853,4.2706549642,12.961394998,348.18701208,38,21,NA
1999-03-24,"Wednesday",121,-12.63736264,NA,11.354067959,-2.206418297,-3.163692158,-51.32857773,35,21.9,NA
1999-03-25,"Thursday",147,-9.271878622,-8.00204555,8.6211800546,-3.997638326,-0.504864825,31.922052017,32,23.3,NA
1999-03-26,"Friday",143,-14.59615385,-4.86779661,8.2875624886,-3.221985715,0.5023749772,94.869978931,35,25.9,NA
1999-03-27,"Saturday",103,3.5,NA,-0.32983415,1.1328859396,10.988479789,676.83511148,41,26.3,NA
1999-03-28,"Sunday",113,22.478021978,NA,-3.626714768,0.3846031555,4.2133391818,-58.78818826,43,33.7,NA
1999-03-29,"Monday",115,-7.510989011,NA,-5.766651093,-1.486790236,9.2154843039,8.4446625081,48,24.5,NA
1999-03-30,"Tuesday",116,65.543956044,NA,0.7504199096,2.6927601324,9.0190851779,36.096288138,55,28.5,NA
1999-03-31,"Wednesday",122,32.564886438,9.2980636415,6.7527108338,0.5101533222,-2.003173137,-107.4951537,60,41.3,NA
1999-04-01,"Thursday",113,13.68956044,NA,-8.572929733,-2.632668103,1.7349691446,-17.68257284,58,51.7,NA
1999-04-02,"Friday",115,13.651098901,NA,-9.181831578,0.2861437465,8.917200088,306.53727007,64,54.6,NA
1999-04-03,"Saturday",117,8.6565934066,NA,-8.626531493,-2.806256674,-2.28072436,-157.1810331,63,57.8,NA
1999-04-04,"Sunday",97,-17.35714286,NA,-1.033630859,-2.461045904,-10.56090592,-127.6959289,56,47.3,NA
1999-04-05,"Monday",108,-15.37912088,NA,-3.148641604,-2.371685453,-5.784522537,-66.79552464,50,43.2,NA
1999-04-06,"Tuesday",108,-12.92804246,-6.003296577,-0.287579041,-2.679500493,-6.350912721,-148.2432423,53,42.4,NA
1999-04-07,"Wednesday",127,26.593406593,NA,5.6235630021,-0.002127525,7.5666357083,139.87215046,55,42.7,NA
1999-04-08,"Thursday",122,3.5494505495,-0.944067797,7.2415372043,-1.206768546,2.6449854558,142.89966469,55,43.7,NA
1999-04-09,"Friday",126,-25.6043956,-6.930188679,7.0329914256,-2.892660364,-8.989419588,-102.7286305,45,40,NA
1999-04-10,"Saturday",108,-19.68681319,NA,9.3314691939,-0.295095225,-11.08128531,-28.34855365,47,35,NA
1999-04-11,"Sunday",114,-22.5989011,NA,-1.238857178,-3.346789211,-9.366106741,-322.4709671,46,39.7,NA
1999-04-12,"Monday",113,-5.791935846,-6.311106509,0.6744749435,0.9281425035,1.0849458732,-61.04846765,45,32.1,NA
1999-04-13,"Tuesday",120,4.3049450549,1.414,-3.263030142,1.2738867704,7.465866042,30.698829184,50,33.3,NA
1999-04-14,"Wednesday",101,30.285714286,NA,3.9756832125,1.6189857322,12.666807247,259.96972784,49,26,NA
1999-04-15,"Thursday",119,-4.741758242,-2.891956586,11.545030929,-0.764668934,-5.636104587,-248.5090907,49,39.4,NA
1999-04-16,"Friday",121,-25.82417582,NA,1.8003948062,-3.425816137,1.1454519656,-201.9760883,44,37.3,NA
1999-04-17,"Saturday",120,-24.83791209,NA,-6.469638424,-2.441711275,-1.744346336,-202.321598,44,34,NA
1999-04-18,"Sunday",108,-3.258881867,1.3545673607,-10.84764854,-0.535770153,4.6930782596,124.95463251,42,37.1,NA
1999-04-19,"Monday",106,13.274725275,NA,-11.46391998,3.4036037259,6.7095878225,183.77013553,42,36.5,NA
1999-04-20,"Tuesday",117,11.214285714,7.1468085106,-1.561722912,-1.54595954,4.8022053411,91.202753686,45,39.4,NA
1999-04-21,"Wednesday",111,0.2005494505,NA,0.8132300154,-2.212102973,-1.545773764,-193.6747279,54,48,NA
1999-04-22,"Thursday",100,-0.978021978,NA,-11.98090701,-2.838210398,-2.300183538,211.85107875,48,47.2,NA
1999-04-23,"Friday",116,-32.98626374,NA,5.4291374838,-3.942840054,-9.185995814,-130.0104484,43,35.6,NA
1999-04-24,"Saturday",119,-15.56776313,-10.50136801,9.0192480789,-1.650532489,-5.477569556,-77.91683625,44,24.6,NA
1999-04-25,"Sunday",90,-12.73901099,NA,8.7543765259,2.3952968648,-0.257892518,361.71288701,48,30.5,NA
1999-04-26,"Monday",103,1.1950549451,NA,14.551717016,1.4890582504,5.4096028417,409.55051168,51,33.4,NA
1999-04-27,"Tuesday",113,-2.71978022,NA,4.6178509048,-1.337174767,-0.288914939,-57.3155874,50,41.5,NA
1999-04-28,"Wednesday",113,-19.6043956,NA,6.7267892672,-2.304829977,-8.756821285,-243.3389788,51,38.4,NA
1999-04-29,"Thursday",109,-16.79945055,NA,10.947075403,-2.476118673,-7.240333808,-200.1714039,52,32.7,NA
1999-04-30,"Friday",104,-5.111900587,-8.691401359,7.1382171563,-1.057781201,2.2870340795,-7.746264212,51,29,NA
1999-05-01,"Saturday",106,-4.090659341,NA,7.5531497365,-0.896509185,5.3882252958,202.30699217,56,30.5,NA
1999-05-02,"Sunday",94,-1.184065934,NA,20.351024183,2.6318402514,3.1667172495,188.85552389,58,37.3,NA
1999-05-03,"Monday",114,18.664835165,NA,15.875068462,3.2104195704,9.0653432027,90.595945271,64,42.8,NA
1999-05-04,"Tuesday",144,42.64010989,NA,16.982162341,2.9282642469,3.8658917465,-166.7212754,67,52.2,NA
1999-05-05,"Wednesday",102,41.576923077,NA,10.683418235,-1.925465483,-5.065302908,-270.3943452,70,57.2,NA
1999-05-06,"Thursday",89,-7.851775901,-5.814320232,-4.671417541,-2.616253271,-1.289711936,-72.90475876,58,52.8,NA
1999-05-07,"Friday",103,-0.818681319,NA,-2.553857934,-1.549477919,-7.415090129,-65.12391008,56,46.9,NA
1999-05-08,"Saturday",116,-23.85164835,NA,-11.21925734,-4.124637254,-9.604039938,-128.6991115,53,48.2,NA
1999-05-09,"Sunday",97,-24.90659341,NA,-5.787335936,-1.853045347,-9.785156406,29.05906347,51,42.7,NA
1999-05-10,"Monday",102,-0.049450549,NA,9.6181925769,1.0758238207,-3.272195948,56.903151599,58,46.5,NA
1999-05-11,"Tuesday",132,30.934065934,NA,9.7675046057,1.6411482232,3.8419340025,-15.34182421,67,52.1,NA
1999-05-12,"Wednesday",100,11.486601403,4.3314148108,4.3102216289,-1.418302249,-1.614618867,-118.893813,62,52.7,NA
1999-05-13,"Thursday",102,-16.07417582,NA,4.0952527115,-2.57377812,-7.498150447,-263.2834389,51,41,NA
1999-05-14,"Friday",101,-17.18131868,NA,2.6037379819,-2.007849584,-4.446675048,-175.1875116,53,41.3,NA
1999-05-15,"Saturday",107,16.708791209,27.880701754,-1.815385195,-0.49189963,0.5849448309,87.810065291,60,54.8,NA
1999-05-16,"Sunday",96,11.747252747,NA,13.542459147,-1.972476127,-4.314578696,-117.4551613,69,63.1,NA
1999-05-17,"Monday",116,-1.266483516,NA,4.7166112622,-1.933563955,-5.178556838,-220.1704536,69,62.6,NA
1999-05-18,"Tuesday",93,-14.82417272,-8.90341525,-1.986765873,-3.222062291,-2.413912502,-293.0817679,61,52.3,NA
1999-05-19,"Wednesday",104,-7.241758242,NA,-2.793271963,4.1951723115,5.3926365256,84.950883786,61,44.8,NA
1999-05-20,"Thursday",95,18.642857143,NA,12.401505191,0.4194421661,6.9942987614,182.04132528,64,49.1,NA
1999-05-21,"Friday",118,32.489010989,16.824561404,22.691055811,-1.806737257,4.1731011239,7.5668767125,66,56.8,NA
1999-05-22,"Saturday",91,-23.55494505,NA,10.935503515,-3.841203663,-12.61136858,-277.4328946,59,52.8,NA
1999-05-23,"Sunday",88,-13.60164835,NA,-5.977293527,-2.392486263,-2.967682534,10.176859777,60,50.7,NA
1999-05-24,"Monday",114,-16.42326977,-11.56293226,-6.530535445,-3.701837117,-7.033185228,-227.2906333,51,40.7,NA
1999-05-25,"Tuesday",114,1.4148351648,NA,2.1776846786,-2.553906924,-5.263942485,-227.6213759,56,38.7,NA
1999-05-26,"Wednesday",95,-12.54120879,NA,-0.485546639,-0.252962459,-1.323981864,-173.3723862,60,40.4,NA
1999-05-27,"Thursday",96,24.519230769,NA,1.4969356446,2.5783695191,16.800916806,169.6655194,64,41.3,NA
1999-05-28,"Friday",108,10.508241758,NA,5.4764105574,1.8132664341,11.50374502,4.3144545639,75,53.8,NA
1999-05-29,"Saturday",94,13.645604396,NA,23.495208089,4.4738017477,8.6747952091,-86.34112735,76,54.4,NA
1999-05-30,"Sunday",109,20.141197538,14.667068354,27.126356892,-0.048517716,3.3357940139,-142.2103999,70,56,NA
1999-05-31,"Monday",102,2.8598901099,NA,5.1141108223,-2.364523058,-7.008076691,-271.9306838,73,63.4,NA
1999-06-01,"Tuesday",110,-0.107142857,NA,-6.143588582,-2.683247477,-2.482734571,38.538852174,65,59.7,NA
1999-06-02,"Wednesday",124,-21.06318681,NA,-9.298940734,-3.562719928,-2.84403228,181.25479971,64,57.7,NA
1999-06-03,"Thursday",85,-18.23351648,NA,-1.512426326,-3.513955104,-7.53450929,55.444907297,58,47.7,NA
1999-06-04,"Friday",114,-1.28021978,NA,8.9537182075,-2.426043115,-1.016796936,18.267926212,64,56.6,NA
1999-06-05,"Saturday",108,-2.029486985,-0.125701375,5.1508671488,-4.168004304,-1.884198482,-59.64884883,75,68,NA
1999-06-06,"Sunday",107,16.813186813,NA,7.7114428616,-2.570042944,-7.999721677,-174.0540112,80,69.9,NA
1999-06-07,"Monday",98,-1.192307692,NA,11.46204846,0.0081872491,-3.288233333,-84.00022198,81,63.8,NA
1999-06-08,"Tuesday",120,3.7225274725,NA,14.216690805,3.4301629682,3.748558246,118.96481928,80,63.2,NA
1999-06-09,"Wednesday",107,15.642857143,NA,3.0177035926,0.89338469,10.832499671,100.3147379,79,63.2,NA
1999-06-10,"Thursday",111,24.563186813,NA,4.2082603716,-0.467289523,11.328966409,-105.4531177,79,66.7,NA
1999-06-11,"Friday",94,13.95914548,15.181741017,8.2513074165,-1.820584226,10.496559445,-80.55188156,78,67.5,NA
1999-06-12,"Saturday",88,6.5796703297,17.412727273,15.80817495,-2.080057977,5.992459143,-86.89329573,75,68.2,NA
1999-06-13,"Sunday",114,-15.38736264,NA,3.5932250472,-4.382172351,-4.433294581,-174.0879643,65,63.5,NA
1999-06-14,"Monday",99,-22.4478022,NA,1.2418634216,-3.078653266,-9.491193111,-262.57655,66,55,NA
1999-06-15,"Tuesday",102,-27.32692308,NA,2.0032264509,-4.514413289,-13.3592512,-374.6281046,58,37.9,NA
1999-06-16,"Wednesday",102,-15.2967033,NA,4.5633784075,-3.23081281,-7.850597301,-315.4991095,61,44.7,NA
1999-06-17,"Thursday",85,-15.98792373,-11.25772202,1.7330561096,-4.155074482,-11.20230661,-310.3019053,57,42.9,NA
1999-06-18,"Friday",101,-0.28021978,NA,3.4034320468,-0.393842234,-3.856212981,50.612601411,59,47.6,NA
1999-06-19,"Saturday",97,-7.203296703,NA,14.597374801,0.3276137469,-2.798113413,-188.40624,68,49.9,NA
1999-06-20,"Sunday",101,1.7527472527,10.669811321,30.122192226,0.1909388616,-4.589321114,-37.38944925,67,54.4,NA
1999-06-21,"Monday",123,29.744505495,NA,28.337049877,1.8106151786,3.747737732,105.49830533,72,59.8,NA
1999-06-22,"Tuesday",97,46.736263736,NA,9.7064971522,-1.555618254,16.915939331,67.575893983,74,66.2,NA
1999-06-23,"Wednesday",111,28.67309128,31.553873253,20.216874773,-1.475449138,3.9328004685,-158.244219,76,67.3,NA
1999-06-24,"Thursday",89,-6.288461538,NA,3.0151181071,-2.713566849,-0.001247137,-250.8688223,76,65.9,NA
1999-06-25,"Friday",105,10.695054945,NA,6.6672388627,2.6510256394,9.9771789764,268.02097415,75,58.2,NA
1999-06-26,"Saturday",95,7.6236263736,9.5698113208,11.64026014,-0.858586337,3.5453103776,5.9400059819,76,66.2,NA
1999-06-27,"Sunday",106,8.6730769231,NA,16.251034609,0.9473019816,-0.746458008,-45.29169234,78,70.6,NA
1999-06-28,"Monday",94,18.703296703,NA,6.1253681635,-2.212010484,-2.305084135,-106.2196428,77,69.2,NA
1999-06-29,"Tuesday",94,-9.90794996,-9.455522201,-0.447023213,-0.399438362,-7.55884093,-194.1456406,66,51.1,NA
1999-06-30,"Wednesday",98,-2.244505495,NA,4.0814351343,-2.040277241,3.1173672668,-212.2656589,68,54.7,NA
1999-07-01,"Thursday",114,-4.18956044,NA,1.8395430157,-3.060972149,0.3417890429,-161.3971157,74,64.3,NA
1999-07-02,"Friday",98,-2.200549451,NA,4.1908835359,-1.083655585,-2.255810218,-209.9152965,77,67.3,NA
1999-07-03,"Saturday",111,30.793956044,NA,5.025697525,-1.673745563,-11.98616166,-410.0553776,84,76.2,NA
1999-07-04,"Sunday",90,8.7589041096,NA,5.484525889,1.3476935909,-12.78907941,-490.7204434,86,74.1,NA
1999-07-05,"Monday",104,1.2286924939,6.7796480709,9.2984248755,2.8114046864,-14.16807455,-476.1971014,87,74.4,NA
1999-07-06,"Tuesday",113,-7.205479452,NA,3.186632436,5.0825981858,-2.426625479,-236.8345622,79,62.7,NA
1999-07-07,"Wednesday",116,-9.18630137,NA,4.7190200983,3.8431309125,3.6520081164,-117.6149216,75,53.7,NA
1999-07-08,"Thursday",89,38.756164384,3.0661016949,13.517374155,3.5281916785,4.8945786194,-86.25046576,76,60.4,NA
1999-07-09,"Friday",105,-2.221917808,NA,10.100426063,2.1568967119,-6.836073857,-299.433821,76,65,NA
1999-07-10,"Saturday",89,-25.23287671,NA,-0.529071442,-3.896937015,-14.91697545,-331.8944829,64,51.5,NA
1999-07-11,"Sunday",83,-7.77692305,-7.529665304,-2.698142802,1.1762772534,-2.596069456,180.55810107,67,50.3,NA
1999-07-12,"Monday",99,11.761643836,NA,0.9195399305,2.8005320986,4.5780985519,346.85500946,68,50.8,NA
1999-07-13,"Tuesday",103,39.816438356,NA,8.7267916546,1.3285531308,12.03607157,139.72474014,70,55.7,NA
1999-07-14,"Wednesday",133,62.868493151,NA,20.494050859,5.4831803971,8.0402851151,-110.1875145,74,59.2,NA
1999-07-15,"Thursday",93,51.84109589,NA,27.001916567,1.4137072178,-0.616408446,-153.4097284,78,62.8,NA
1999-07-16,"Friday",115,76.81369863,NA,21.061102874,1.2007129822,-1.262777492,-160.7535444,82,68.3,NA
1999-07-17,"Saturday",122,0.4198606831,1.6623812214,1.901948471,-1.342000286,-7.523615302,-177.2045889,75,70.6,NA
1999-07-18,"Sunday",89,-4.147945205,NA,7.7658893263,1.7551128621,-7.341619155,37.636490268,77,66.6,NA
1999-07-19,"Monday",96,2.8794520548,NA,2.4388354156,0.5957766945,-3.522063241,-32.55638861,79,70.1,NA
1999-07-20,"Tuesday",115,-4.169863014,5.9901639344,5.0962391397,-1.22352496,-6.6158079,-4.645134601,76,70.4,NA
1999-07-21,"Wednesday",98,3.802739726,NA,4.8056290826,-1.020983604,0.6492620428,51.764217628,83,72.1,NA
1999-07-22,"Thursday",88,-1.082191781,NA,3.5325048858,1.4189124246,-2.99955751,92.220722056,82,73.4,NA
1999-07-23,"Friday",95,2.7686621598,0.9965248515,0.9591615707,1.6698100748,5.9321725484,23.620872517,83,72.8,NA
1999-07-24,"Saturday",110,-15.09863014,NA,9.5770168836,0.0961004104,-0.76914656,-268.5229598,82,73.2,NA
1999-07-25,"Sunday",102,-13.1369863,NA,13.935094915,4.0282031121,-6.575978255,-309.1715124,85,70.6,NA
1999-07-26,"Monday",99,16.78630137,2.9885245902,-1.023786535,1.3653057412,7.1955152306,49.761384978,80,69.5,NA
1999-07-27,"Tuesday",121,-6.235616438,NA,1.7191288899,0.2647563165,-3.152478899,1.8024679092,79,68.3,NA
1999-07-28,"Wednesday",98,1.7780821918,NA,8.3914101376,1.8699495288,-0.281267779,-82.65026517,82,71.8,NA
1999-07-29,"Thursday",105,12.753354212,5.3683846368,5.5060269599,0.1889609055,1.5676530812,-59.80914402,83,76.6,NA
1999-07-30,"Friday",139,30.75890411,NA,8.8416532221,1.5329917037,3.1800114158,59.293134575,90,77.1,NA
1999-07-31,"Saturday",139,-3.24109589,NA,12.371678141,0.3399389678,-6.963181595,-352.4981726,83,71.4,NA
1999-08-01,"Sunday",116,-24.24383562,NA,1.7623347914,-1.423142376,-14.81132432,-538.2356047,74,60.1,NA
1999-08-02,"Monday",117,-21.26027397,NA,-6.157125009,-1.72591987,-9.628193968,-397.3169788,71,56.3,NA
1999-08-03,"Tuesday",87,-4.271232877,NA,-1.014940609,3.8994853449,6.1587384041,-149.9469942,71,59,NA
1999-08-04,"Wednesday",93,0.1030075247,-3.856078176,-0.98936653,3.0160403785,0.7223597205,-380.1117313,76,58.3,NA
1999-08-05,"Thursday",102,-13.30410959,-7.184090909,-3.484187537,-0.976144016,-2.33880224,-160.8490231,73,55.6,NA
1999-08-06,"Friday",107,13.701369863,NA,3.8676352958,0.6155692523,-0.266565223,-180.5018485,76,62,NA
1999-08-07,"Saturday",108,6.7506849315,NA,-2.635631812,-4.661163213,-0.096777738,-174.4134313,72,67.7,NA
1999-08-08,"Sunday",109,-28.29041096,NA,1.3703036182,-5.552287958,-17.07118539,-448.2109515,66,57,NA
1999-08-09,"Monday",105,-3.268493151,NA,-2.124588819,-1.882589375,-4.214288262,-84.38220199,66,56.2,NA
1999-08-10,"Tuesday",107,-0.527597032,-1.957664517,7.0471130332,-1.732098531,-4.344992251,-236.6754835,78,63.8,NA
1999-08-11,"Wednesday",104,5.6164383562,NA,-6.338913599,-1.889315144,1.0116988865,91.549640166,75,61.1,NA
1999-08-12,"Thursday",105,-2.383561644,NA,-9.336696415,-4.60840991,4.9075023958,317.56617634,70,65.9,NA
1999-08-13,"Friday",102,-2.252054795,NA,-2.028797019,-4.123255823,-11.22483196,-93.2033098,72,65.6,NA
1999-08-14,"Saturday",100,-28.27671233,NA,-1.393765573,-4.897844949,-15.3841587,-59.84201725,64,52.7,NA
1999-08-15,"Sunday",73,-19.32054795,NA,-4.592323391,-0.609012745,-4.287627732,370.57882997,66,54.4,NA
1999-08-16,"Monday",95,4.0403052417,3.3356378681,4.4128091079,1.9815838654,4.59178796,62.480568138,73,57.9,NA
1999-08-17,"Tuesday",128,0.8082191781,NA,3.8413253892,0.53576882,0.003442533,-39.87160762,75,60.6,NA
1999-08-18,"Wednesday",87,3.8328767123,NA,-17.46741821,-0.950390441,10.925768341,333.09270882,67,62.7,NA
1999-08-19,"Thursday",81,-18.23561644,-6.1890625,-0.501654532,-3.211379522,-9.192538408,-134.889958,68,62.3,NA
1999-08-20,"Friday",90,-16.2,NA,-0.767502907,-1.712298275,-5.018563608,-58.88794753,67,57.2,NA
1999-08-21,"Saturday",99,-5.2,NA,-5.499575882,-0.968162493,9.9363622148,476.38743484,65,57.4,NA
1999-08-22,"Sunday",124,-0.683984728,2.0833877241,-1.432725968,-1.300261074,8.6174423959,283.89082377,67,57.1,NA
1999-08-23,"Monday",98,6.6246575342,NA,-2.862557642,-1.845704775,9.9802754893,57.441224597,72,64.2,NA
1999-08-24,"Tuesday",99,-0.476712329,NA,4.7364411582,-4.03511023,-6.184112697,-239.8600492,71,67.1,NA
1999-08-25,"Wednesday",89,-11.62465753,12.566666667,8.6734111261,-4.509977052,-4.416220517,-171.2236629,70,66.1,NA
1999-08-26,"Thursday",103,-1.569863014,NA,1.7694615301,-2.517737476,0.602680987,-145.0769642,72,64.6,NA
1999-08-27,"Friday",87,27.342465753,13.26122449,0.1345156861,0.7066062359,16.47566379,371.75543676,74,66.1,NA
1999-08-28,"Saturday",105,25.799442768,20.340473783,7.3216705993,-1.326854321,5.7653614093,-118.2070147,80,69.7,NA
1999-08-29,"Sunday",104,-20.55068493,NA,6.2548205157,-3.801199575,-18.70086788,-456.29446,69,56,NA
1999-08-30,"Monday",98,-16.61643836,NA,0.9498468615,-0.440428333,-12.83792033,-206.275704,62,51.8,NA
1999-08-31,"Tuesday",109,-1.712328767,NA,0.4965754274,0.4449535507,-2.502591324,6.4758452486,65,54.4,NA
1999-09-01,"Wednesday",85,45.328767123,NA,12.199053889,3.0587050594,12.005772172,227.97999412,70,57.3,NA
1999-09-02,"Thursday",100,65.323287671,NA,16.270035965,4.0122621833,24.676819599,604.75956132,74,62.1,NA
1999-09-03,"Friday",115,44.127805377,27.565681304,24.510708037,3.9076802111,18.316115582,276.09767808,76,61.5,NA
1999-09-04,"Saturday",110,30.287671233,NA,31.958405921,6.7665518393,3.0303924882,180.55286716,79,61.6,NA
1999-09-05,"Sunday",100,23.238356164,NA,30.713327844,9.8485100976,1.0110548897,-130.5270041,77,63.5,NA
